F0,F1,F2,F3,F4,F5,F6,F7,F8,F9,target
25.475065075427207,6.866530108957489,-7.574027942299828,-3.1908428867920606,-2.0392418241092756,-9.323238572473196,-9.470292027410729,3.4849262644673713,2.0872291250588892,4.197071399722146,4.0
-0.26325417412236096,0.14901693625230528,-0.4350209644789671,-0.6539569677075336,1.9574801023774628,0.6613090486756684,0.1345860208322212,0.4485148682752898,-1.943274246059156,-0.838176740088127,3.0
-6.305339535001821,1.3899904421450713,0.7216479114936324,0.198297812818346,0.4321005235407606,0.07895826420071023,0.35413230181876887,-0.28366952520725736,0.9527419413320611,-0.43053429043829605,2.0
-4.768976273029252,0.9285481440263658,0.8703618680312181,-1.2309792575364058,2.1305889199306596,-0.8158815316362128,0.30254957885855915,0.43834124978059735,-0.9146714864191539,-1.671430736403021,5.0
-5.307112479440827,0.38173964596627113,-0.661285839047354,-0.15964316161920986,-0.5526262067107155,-0.1333824954433746,0.27021197505973005,-0.6174710242296629,0.7818319197691609,0.3395312201589855,3.0
-5.732049912407092,1.0182443246207857,-0.13118534491111958,1.2353735805354304,1.8129449652013387,1.2240976606379184,0.33447169680670275,0.09446740639465614,0.16896739966486526,-0.5412447640970788,4.0
-1.8748041916545863,0.06147827975350922,-0.7450168429014126,-0.8456731834532358,0.28737105772188354,-2.04106108419907,2.3074081849499763,-0.616643768368243,-2.7437168281811615,3.623361576731759,4.0
-4.23206922810163,0.3494880823785842,-1.9362892898571373,-0.1486954731615507,1.1027561618470132,-0.8050829939857763,-1.5203991220202786,-0.2246172922407827,-1.5865302198627809,-0.8942591513369464,3.0
-2.3524482733543532,3.047840635228948,1.8594884745161453,0.16535990759770766,-1.7581408725982215,-0.1117691831198469,1.49682204854517,0.33029758173910234,-0.35239025153705583,0.2166288612444697,5.0
4.172239201349455,2.5952555575895078,-3.7113432445066494,-0.7236977225613274,-1.8597715314137402,-2.4998506671356955,1.013466610033155,-2.331580484785501,4.287300983135981,-0.2928226654265083,3.0
-4.366441385658058,-0.08055280402477816,0.05253191538595194,0.24638721035006636,1.0782735091720457,-1.3572880428990919,-0.6424479871787647,-1.5306632817595,-1.90755205804681,-1.046544522219351,3.0
1.5189908984768503,-1.1895402488316626,-2.660928566446394,0.6846007424122447,-0.7127181216667174,-1.705747542100602,-0.05319670462273065,-2.932154204081574,-1.5694511145138936,-0.9157837125115238,3.0
-0.43626409473420963,0.18921277369258538,2.309194167163006,-2.635207007079346,0.6646752768643984,2.3886398172425025,-2.505933241462277,0.2682622198046367,2.6383891294163644,1.671053390819031,3.0
-3.7708357655342266,-0.5007740925469141,-1.0058563463732861,-0.09099222990114879,1.1368863997407328,-1.4603523729995038,-0.5940600269872898,1.4009125101329214,-1.0347713416689759,-1.3464266546852697,3.0
5.101405218121512,0.6835551292475149,2.2338269813038916,-2.646835192269945,1.9522333194590296,4.828287649500047,-0.37146594864619226,3.39023888493204,0.0978763724554462,0.2505038385522339,4.0
4.471521872224862,-5.12362128882173,2.103185554761076,2.548755477504985,-3.006802867183413,-3.161135030462395,-0.6311678760223685,0.8331873821140042,0.6270893064249392,0.7131639871321389,4.0
-5.182560570563404,1.0302627963323026,0.8541634348009595,-1.291812540788776,2.298201051559937,-0.5326908866866644,1.4195256107199128,1.0188716232146182,-0.5952511662675374,-1.2699125622689502,4.0
-1.400570379067362,0.6622361642136835,-1.1045800894724591,-0.524503005263801,-0.6007493824650978,0.050003964387521076,1.4171198495422208,-1.4292589184717166,-1.441572702916774,0.47464898901141817,3.0
-4.35570006211636,-0.6748704243669019,-0.9089110577736701,-0.2982260250648716,1.2537241749239165,0.02043327827123044,1.125428460659949,1.8670871897768049,0.9685309642560741,1.1286855172754147,4.0
-3.0613246939903824,0.8282712549651595,1.6926388921438165,-0.7193753854700269,-0.8087877068864187,1.9679316014095982,-0.8964305648672438,0.34760835253591205,-0.3406029269391533,0.16752718358139335,4.0
5.410354448864251,0.15429612318617558,0.3219123581817646,-2.523711834670242,0.07224413857732642,2.7510490093388924,-0.7470553085030099,-0.8353413523842821,0.06867463408373534,1.780813148339809,5.0
-2.8089427972652077,0.0671943132987505,0.14935020752246778,-0.39308127634279527,-1.1770767424980038,-0.546476055484933,2.411647840874065,-1.8664576926665062,1.5250227854115384,-1.4259310443299524,4.0
-1.8064703947281149,0.24352716977757805,-0.2088890057737636,-1.7689701541361262,-0.03180595614635411,-0.0901334690561924,-0.954352743233847,-0.8315637049810538,2.1820147847149216,-0.9369001887250658,3.0
-1.4153735092771953,0.09593364240026869,0.2536403125249856,-1.2907055042606819,2.4495462362964364,2.5810297476493123,-1.1585910807026567,-0.44361496792579275,0.3193532207089618,0.838833703016744,4.0
2.580880429630849,1.2531431767913854,0.4750350882526911,-0.291772924817923,1.1386917704376005,2.0503403500926174,-1.587162275667691,0.1785354036703019,-0.29311291367118597,0.490519155045246,4.0
28.93240757650284,-3.5477032304941467,-10.053199079811277,-5.631837194029947,-4.231156507281796,7.02850885534568,3.916100800977382,-1.252939186326954,1.2605273253737788,4.776642882708453,3.0
-5.947272740907426,0.20082378177121255,0.07867350205836707,-0.787607856027765,1.9184682397324022,0.6115389394458609,-0.17520907845828076,0.038390713008259636,0.8344004129482803,0.8754454535072221,3.0
-2.1517885312138016,1.0127093062937411,-0.3752299444225283,-1.7013793795318162,0.15708232154643714,-1.856479265872455,1.2352028611326193,-0.899679414592245,-1.7512826996274873,-1.4634081340609288,4.0
-0.9009189338019952,2.8643874711323316,-0.6631352354147669,2.8116913213492083,2.1978630232282574,0.676443293310003,0.5325919363553592,-1.4532879268107557,-0.8434565950108415,-0.190619410195707,5.0
-3.904933111751793,0.4525898647251958,-2.0131534153827886,-0.15177774108376393,0.7219752495235714,-0.9271990648543031,-1.5955418595508901,-0.32601759684514436,0.26298304035582953,1.2339580580707048,3.0
-4.044017766289994,2.1652908201291634,0.6478244281154968,0.5304713222106283,0.6533650259410143,0.19845468257436455,0.3924087170603572,0.823339195641039,0.7968396285264084,0.05882738911057898,4.0
-3.720194614240798,0.8554297285972844,-0.5991531999645358,-0.021022305375745662,-0.9751697257416525,-0.595607506382214,0.4911910106821181,-0.3434248927313179,-0.494480065461739,-2.754480905678752,4.0
4.965115884182456,-4.9464396236755075,2.3734569538380654,1.9837619186421485,1.7821348245477404,-1.5475733179236346,1.851733767385322,-2.7558745882865425,-3.6108022510543627,1.5100359655233055,4.0
-5.791432475362837,-0.1872981985553564,-0.32167230937115754,0.5565990570454659,1.0545015391525534,-0.6572470005441388,0.02355518700484532,0.6311436941099485,-0.4035626941330673,0.19514858468109172,4.0
-3.8720606889859375,-0.41626774217449075,1.8726332035455096,0.4947307930441029,2.0208951167198137,0.3809801166220809,-0.16928785683348396,-0.10546114732255413,-0.3893958550764153,-2.214085582494872,4.0
2.5770922028602983,-0.589820030693814,1.9762062120109178,0.13991207043365536,-2.1877955315091615,2.8015235301604164,0.4094759585676008,0.49930445113486815,-1.111116515135843,0.2608642281964621,3.0
7.345939588305951,-0.14501188018288708,-4.83744177655572,-0.7905151394672926,-7.220499912718588,-2.7692643107256254,0.2829007380021719,2.522965290849086,-1.6954392210344398,-1.4673986630777816,1.0
0.4116642433608361,1.0207992752755588,-0.8717868637640018,-0.452058890682079,0.5773804682529994,0.2652385336944773,1.39371780389176,-0.34245190085361266,-2.0018454268922796,0.9291392854607827,3.0
6.242285165471928,9.377916143156495,2.8193380614867993,3.953972312567797,2.2773755015107717,-1.474065432348406,-3.209941824436676,-1.260919430128308,3.951439768743511,1.7075221415200814,2.0
3.9466322543997485,-0.248334314964459,-3.572626279025738,-0.2172845070022605,-2.4873855476051916,1.244644732789893,-1.5139305440136943,0.6591667974834258,-1.2018268192503199,0.8711845345280248,4.0
-3.199484025089528,0.7430464059849938,1.2905834337611244,-1.3730925756999193,0.5104574935491376,1.3091763352040238,-0.31412825199427874,1.7515565407010223,0.06767207164236587,-0.3010251989039681,4.0
-0.7783122593338996,-1.927049508009613,1.5828244264285558,1.419171120811124,0.7045410307255138,4.472447687988734,-0.5267196508271285,1.3805197443375357,1.279003205985683,1.434093623190897,5.0
-3.689267260922561,-0.2332737797641431,0.21803861350171863,0.36251568690370745,0.7976936592208802,-0.0557431567033101,0.487360165889836,1.296891036229934,0.5527305192349203,-0.33447891628487786,2.0
-0.960930633843881,2.923517213454987,0.02719337956173531,0.9116707765221572,1.9378954733091396,0.30674295623283,-1.027146859842817,-2.079299451603541,1.2787971060010006,1.8557566104206187,4.0
-5.089216342923844,0.30135680638583767,-1.3065242568089959,-0.4984867378982873,0.47554499952522306,-0.7803705550865024,1.138084944650564,-0.03448785323409187,-0.14332268520980726,-0.25033777664564005,4.0
-2.792034685966881,1.1371676224288336,1.5953642907953973,-0.3888240365195319,-0.4251486947474816,2.7519814189120964,-0.5406470595176178,-1.1841672270279942,-1.4848999294243175,-0.2754982993040436,3.0
5.30907128785947,0.44306300042200525,-1.9563391021018666,-0.8031860371716177,-4.06948526590061,-0.11604708470461605,-2.3342030217429333,1.466186052229781,-4.466357361164621,0.7404311777307695,3.0
-5.2642539704393565,1.3212030874450869,1.9747688563464507,-0.35819778760785176,-0.6883658460482294,0.7390450909097978,0.4434801201860973,0.7434610238426419,-0.47067129082821396,-0.8227930549320384,3.0
2.301059342318214,6.38959155386952,0.04494268061700093,5.230845048731433,-1.112317574648746,-0.3643230996759544,-0.4189510636897244,0.14356926998872147,1.2161996763740968,-0.17868492677957837,4.0
-3.0092754600126024,-2.9839495666065075,1.4872968133703062,3.0729524503534607,-0.18829132399217058,-0.19593135645601473,2.174738333684476,0.21999635906912415,-0.14694359445768493,1.3839727729057938,4.0
-5.29547290893149,0.5409400736104072,0.21726205624471986,0.6054803140607584,-0.5460998973612128,1.167490243574802,-0.26928390267643676,-1.2163707261555232,0.7925760657075641,-0.9068386809728686,4.0
-0.7925942367783297,2.3379017892345813,0.41701083904146913,0.6323445564964602,-2.5264778255371527,0.8303623190649905,0.7175518543020771,1.025881636314836,0.05616421204254668,1.7525264452850997,3.0
-0.9520689285303618,-0.21408854446947265,-1.6872631752798342,-0.3978400866420577,-1.1178523777835805,-1.5029552693504578,4.260163028385038,-0.3884551811646518,0.5632277318049584,-1.4940254459585547,3.0
